"rgn_id","year","count"
2,2010,7571.2882460783
6,2010,61089.6349732033
9,2010,1.17885003244879
4,2011,154517.483225773
8,2011,32.9043101427008
3,2011,21922.2825694146
5,2011,19906.1492008953
11,2011,81.261199409491
1,2011,44376.6662794911
10,2011,1682.8534555996
7,2011,226.601150527691
2,2011,7482.15758584766
6,2011,60370.4760505152
9,2011,1.16497238332356
4,2012,158248.587939853
8,2012,33.6988443541311
3,2012,22451.6358188371
5,2012,20386.8192556497
11,2012,83.223398364968
1,2012,45448.2213248748
10,2012,1723.48900266012
7,2012,232.072846049126
2,2012,7662.82784307193
6,2012,61828.2306235315
9,2012,1.193102753172
4,2013,162377.677156769
8,2013,34.5781288814473
3,2013,23037.4534148646
5,2013,20918.7607829112
11,2013,85.3948985423627
1,2013,46634.0755750994
10,2013,1768.45900807376
7,2013,238.128189092847
2,2013,7862.76959440012
6,2013,63441.4790176696
9,2013,1.22423369580428
